city_id,city_name,oblast
232,Вільнянськ,Запорізька
233,Гуляйполе,Запорізька
234,Дніпрорудне ⚠️,Запорізька
235,Енергодар ⚠️,Запорізька
236,Запоріжжя,Запорізька
237,Кам'янка-Дніпровська ⚠️,Запорізька
238,Кушугум,Запорізька
239,Костянтинівка,Запорізька
240,Комишуваха,Запорізька
241,Мелітополь ⚠️,Запорізька
242,Михайлівка ⚠️,Запорізька
243,Молочанськ ⚠️,Запорізька
244,Новомиколаївка,Запорізька
245,Оріхів,Запорізька
246,Пологи ⚠️,Запорізька
247,Приазовське ⚠️,Запорізька
248,Приморськ ⚠️,Запорізька
249,Розівка ⚠️,Запорізька
250,Степногірськ,Запорізька
251,Токмак ⚠️,Запорізька
252,Чернігівка ⚠️,Запорізька
253,Якимівка ⚠️,Запорізька
254,Богородчани,Івано-Франківська
255,Болехів,Івано-Франківська
256,Брошнів-Осада,Івано-Франківська
257,Бурштин,Івано-Франківська
258,Верховина,Івано-Франківська
259,Вигода,Івано-Франківська
260,Галич,Івано-Франківська
261,Гвіздець,Івано-Франківська
262,Городенка,Івано-Франківська
263,Делятин,Івано-Франківська
264,Долина,Івано-Франківська
265,Єзупіль,Івано-Франківська
266,Заболотів,Івано-Франківська
267,Івано-Франківськ,Івано-Франківська
268,Калуш,Івано-Франківська
269,Коломия,Івано-Франківська
270,Косів,Івано-Франківська
271,Ланчин,Івано-Франківська
272,Лисець,Івано-Франківська
273,Надвірна,Івано-Франківська
274,Обертин,Івано-Франківська
275,Отинія,Івано-Франківська
276,Перегінське,Івано-Франківська
277,Печеніжин,Івано-Франківська
278,Рогатин,Івано-Франківська
279,Рожнятів,Івано-Франківська
280,Снятин,Івано-Франківська
281,Солотвин,Івано-Франківська
282,Тисмениця,Івано-Франківська
283,Тлумач,Івано-Франківська
284,Яремче,Івано-Франківська
285,Баришівка,Київська
286,Березань,Київська
287,Біла Церква,Київська
288,Білогородка,Київська
289,Богуслав,Київська
290,Бориспіль,Київська
291,Бородянка,Київська
292,Боярка,Київська
293,Бровари,Київська
294,Буча,Київська
295,Васильків,Київська
296,Велика Димерка,Київська
297,Вишгород,Київська
298,Вишневе,Київська
299,Володарка,Київська
300,Ворзель,Київська
301,Гатне,Київська
302,Гостомель,Київська
303,Гребінки,Київська
304,Димер,Київська
305,Згурівка,Київська
306,Іванків,Київська
307,Ірпінь,Київська
308,Кагарлик,Київська
309,Калинівка (Броварський р-н),Київська
310,Калинівка (Фастівський р-н),Київська
311,Калита,Київська
312,Київ,Київ
313,Клавдієво-Тарасове,Київська
314,Козин,Київська
315,Коцюбинське,Київська
316,Макарів,Київська
317,Миронівка,Київська
318,Немішаєве,Київська
319,Нові Петрівці,Київська
320,Обухів,Київська
321,Переяслав,Київська
322,Пісківка,Київська
323,Рокитне,Київська
324,Сквира,Київська
325,Славутич,Київська
326,Софіївська Борщагівка,Київська
327,Ставище,Київська
328,Тараща,Київська
329,Тетіїв,Київська
330,Узин,Київська
331,Українка,Київська
332,Фастів,Київська
333,Хотів,Київська
334,Чабани,Київська
335,Яготин,Київська
336,Благовіщенське,Кіровоградська
337,Бобринець,Кіровоградська
338,Вільшанка,Кіровоградська
339,Гайворон,Кіровоградська
340,Голованівськ,Кіровоградська
341,Добровеличківка,Кіровоградська
342,Долинська,Кіровоградська
343,Знам'янка,Кіровоградська
344,Компаніївка,Кіровоградська
345,Кропивницький,Кіровоградська
346,Мала Виска,Кіровоградська
347,Новгородка,Кіровоградська
348,Новоархангельськ,Кіровоградська
349,Новомиргород,Кіровоградська
350,Новоукраїнка,Кіровоградська
351,Олександрія,Кіровоградська
352,Олександрівка,Кіровоградська
353,Онуфріївка,Кіровоградська
354,Павлиш,Кіровоградська
355,Петрове,Кіровоградська
356,Помічна,Кіровоградська
357,Світловодськ,Кіровоградська
358,Смоліне,Кіровоградська
359,Устинівка,Кіровоградська
360,Алчевськ ⚠️,Луганська
361,Антрацит ⚠️,Луганська
362,Біловодськ ⚠️,Луганська
363,Білокуракине ⚠️,Луганська
364,Білолуцьк ⚠️,Луганська
365,Брянка ⚠️,Луганська
366,Вахрушеве (Боково-Хрустальне) ⚠️,Луганська
367,Гірське ⚠️,Луганська
368,Довжанськ (Свердловськ) ⚠️,Луганська
369,Зимогір'я ⚠️,Луганська
370,Золоте ⚠️,Луганська
371,Кадіївка (Стаханов) ⚠️,Луганська
372,Кипуче (Артемівськ) ⚠️,Луганська
373,Кремінна ⚠️,Луганська
374,Лисичанськ ⚠️,Луганська
375,Луганськ ⚠️,Луганська
376,Лутугине ⚠️,Луганська
377,Марківка ⚠️,Луганська
378,Мілове ⚠️,Луганська
379,Міусинськ ⚠️,Луганська
380,Молодогвардійськ ⚠️,Луганська
381,Новоайдар ⚠️,Луганська
382,Новодружеськ ⚠️,Луганська
383,Новопсков ⚠️,Луганська
384,Первомайськ ⚠️,Луганська
385,Перевальськ ⚠️,Луганська
386,Петрово-Красносілля (Петровське) ⚠️,Луганська
387,Попасна ⚠️,Луганська
388,Привілля ⚠️,Луганська
389,Ровеньки ⚠️,Луганська
390,Рубіжне ⚠️,Луганська
391,Сватове ⚠️,Луганська
392,Сєвєродонецьк ⚠️,Луганська
393,Слов'яносербськ ⚠️,Луганська
394,Сорокине (Краснодон) ⚠️,Луганська
395,Станиця Луганська ⚠️,Луганська
396,Старобільськ ⚠️,Луганська
397,Суходільськ ⚠️,Луганська
398,Троїцьке ⚠️,Луганська
399,Хрустальний (Красний Луч) ⚠️,Луганська
400,Щастя ⚠️,Луганська
401,Белз,Львівська
402,Бібрка,Львівська
403,Борислав,Львівська
404,Броди,Львівська
405,Брюховичі,Львівська
406,Буськ,Львівська
407,Великі Мости,Львівська
408,Винники,Львівська
409,Глиняни,Львівська
410,Городок,Львівська
411,Добротвір,Львівська
412,Дрогобич,Львівська
413,Дубляни,Львівська
414,Жидачів,Львівська
415,Жовква,Львівська
416,Зимна Вода,Львівська
417,Золочів,Львівська
418,Івано-Франкове,Львівська
419,Кам'янка-Бузька,Львівська
420,Комарно,Львівська
421,Куликів,Львівська
422,Лопатин,Львівська
423,Львів,Львівська
424,Миколаїв,Львівська
425,Моршин,Львівська
426,Мостиська,Львівська
427,Новий Калинів,Львівська
428,Новий Розділ,Львівська
429,Новояворівськ,Львівська
430,Перемишляни,Львівська
431,Пустомити,Львівська
432,Рава-Руська,Львівська
433,Радехів,Львівська
434,Рудки,Львівська
435,Самбір,Львівська
436,Сколе,Львівська
437,Сокаль,Львівська
438,Соснівка,Львівська
439,Старий Самбір,Львівська
440,Стебник,Львівська
441,Стрий,Львівська
442,Судова Вишня,Львівська
443,Трускавець,Львівська
444,Турка,Львівська
445,Хирів,Львівська
446,Ходорів,Львівська
447,Червоноград,Львівська
448,Шкло,Львівська
449,Щирець,Львівська
450,Яворів,Львівська
451,Арбузинка,Миколаївська
452,Баштанка,Миколаївська
453,Братське,Миколаївська
454,Березнегувате,Миколаївська
455,Веселинове,Миколаївська
456,Вознесенськ,Миколаївська
457,Врадіївка,Миколаївська
458,Доманівка,Миколаївська
459,Єланець,Миколаївська
460,Казанка,Миколаївська
461,Костянтинівка,Миколаївська
462,Криве Озеро,Миколаївська
463,Миколаїв,Миколаївська
464,Нова Одеса,Миколаївська
465,Новий Буг,Миколаївська
466,Олександрівка,Миколаївська
467,Ольшанське,Миколаївська
468,Очаків,Миколаївська
469,Первомайськ,Миколаївська
470,Снігурівка,Миколаївська
471,Южноукраїнськ,Миколаївська
472,Ананьїв,Одеська
473,Арциз,Одеська
474,Балта,Одеська
475,Березівка,Одеська
476,Білгород-Дністровський,Одеська
477,Біляївка,Одеська
478,Болград,Одеська
479,Велика Михайлівка,Одеська
480,Великодолинське,Одеська
481,Визирка,Одеська
482,Вилкове,Одеська
483,Дачне,Одеська
484,Доброслав,Одеська
485,Затишшя,Одеська
486,Ізмаїл,Одеська
487,Кілія,Одеська
488,Кодима,Одеська
489,Лиманське,Одеська
490,Любашівка,Одеська
491,Маяки,Одеська
492,Нерубайське,Одеська
493,Овідіополь,Одеська
494,Одеса,Одеська
495,Окни,Одеська
496,Подільськ,Одеська
497,Рені,Одеська
498,Роздільна,Одеська
499,Сарата,Одеська
500,Саврань,Одеська
501,Тарутине,Одеська
502,Татарбунари,Одеська
503,Теплодар,Одеська
504,Усатове,Одеська
505,Фонтанка,Одеська
506,Хлібодарське,Одеська
507,Чорноморськ,Одеська
508,Ширяєве,Одеська
509,Южне,Одеська
510,Білики,Полтавська
511,Велика Багачка,Полтавська
512,Гадяч,Полтавська
513,Глобине,Полтавська
514,Горішні Плавні,Полтавська
515,Гоголеве,Полтавська
516,Градизьк,Полтавська
517,Гребінка,Полтавська
518,Диканька,Полтавська
519,Заводське,Полтавська
520,Зіньків,Полтавська
521,Карлівка,Полтавська
522,Кобеляки,Полтавська
523,Козельщина,Полтавська
524,Котельва,Полтавська
525,Кременчук,Полтавська
526,Лохвиця,Полтавська
527,Лубни,Полтавська
528,Машівка,Полтавська
529,Миргород,Полтавська
530,Нові Санжари,Полтавська
531,Новооржицьке,Полтавська
532,Опішня,Полтавська
533,Оржиця,Полтавська
534,Пирятин,Полтавська
535,Полтава,Полтавська
536,Решетилівка,Полтавська
537,Семенівка,Полтавська
538,Хорол,Полтавська
539,Чорнухи,Полтавська
540,Чутове,Полтавська
541,Шишаки,Полтавська
542,Березне,Рівненська
543,Вараш,Рівненська
544,Володимирець,Рівненська
545,Гоща,Рівненська
546,Демидівка,Рівненська
547,Дубно,Рівненська
548,Дубровиця,Рівненська
549,Зарічне,Рівненська
550,Здолбунів,Рівненська
551,Квасилів,Рівненська
552,Клевань,Рівненська
553,Корець,Рівненська
554,Костопіль,Рівненська
555,Мізоч,Рівненська
556,Млинів,Рівненська
557,Острог,Рівненська
558,Радивилів,Рівненська
559,Рівне,Рівненська
560,Рокитне,Рівненська
561,Сарни,Рівненська
562,Смига,Рівненська
563,Степань,Рівненська
564,Томашгород,Рівненська
565,Білопілля,Сумська
566,Буринь,Сумська
567,Велика Писарівка,Сумська
568,Ворожба,Сумська
569,Вороніж,Сумська
570,Глухів,Сумська
571,Дружба,Сумська
572,Есмань,Сумська
573,Зноб-Новгородське,Сумська
574,Конотоп,Сумська
575,Краснопілля,Сумська
576,Кролевець,Сумська
577,Лебедин,Сумська
578,Липова Долина,Сумська
579,Недригайлів,Сумська
580,Охтирка,Сумська
581,Путивль,Сумська
582,Ромни,Сумська
583,Свеса,Сумська
584,Середина-Буда,Сумська
585,Степанівка,Сумська
586,Суми,Сумська
587,Тростянець,Сумська
588,Шостка,Сумська
589,Ямпіль,Сумська
590,Бережани,Тернопільська
591,Борщів,Тернопільська
592,Бучач,Тернопільська
593,Велика Березовиця,Тернопільська
594,Вишнівець,Тернопільська
595,Гусятин,Тернопільська
596,Заліщики,Тернопільська
597,Збараж,Тернопільська
598,Зборів,Тернопільська
599,Козова,Тернопільська
600,Копичинці,Тернопільська
601,Кременець,Тернопільська
602,Ланівці,Тернопільська
603,Микулинці,Тернопільська
604,Монастириська,Тернопільська
605,Підгайці,Тернопільська
606,Почаїв,Тернопільська
607,Скалат,Тернопільська
608,Теребовля,Тернопільська
609,Тернопіль,Тернопільська
610,Хоростків,Тернопільська
611,Чортків,Тернопільська
612,Шумськ,Тернопільська
613,Балаклія,Харківська
614,Барвінкове,Харківська
615,Безлюдівка,Харківська
616,Березівка,Харківська
617,Богодухів,Харківська
618,Борова ⚠️,Харківська
619,Валки,Харківська
620,Васищеве,Харківська
621,Введенка,Харківська
622,Великий Бурлук ⚠️,Харківська
623,Високий,Харківська
624,Вільшани,Харківська
625,Вовчанськ ⚠️,Харківська
626,Дергачі,Харківська
627,Донець,Харківська
628,Есхар,Харківська
629,Зачепилівка,Харківська
630,Зміїв,Харківська
631,Золочів,Харківська
632,Ізюм ⚠️,Харківська
633,Кегичівка,Харківська
634,Ківшарівка,Харківська
635,Ков'яги,Харківська
636,Козача Лопань ⚠️,Харківська
637,Коломак,Харківська
638,Коротич,Харківська
639,Красноград,Харківська
640,Краснокутськ,Харківська
641,Куп'янськ ⚠️,Харківська
642,Куп'янськ-Вузловий ⚠️,Харківська
643,Лозова,Харківська
644,Люботин,Харківська
645,Мала Данилівка,Харківська
646,Мерефа,Харківська
647,Нова Водолага,Харківська
648,Новопокровка,Харківська
649,Первомайський (Златопіль),Харківська
650,Пісочин,Харківська
651,Південне,Харківська
652,Покотилівка,Харківська
653,Прудянка ⚠️,Харківська
654,Рогань,Харківська
655,Сахновщина,Харківська
656,Слатне ⚠️,Харківська
657,Солоницівка,Харківська
658,Харків,Харківська
659,Циркуни,Харківська
660,Чугуїв,Харківська
661,Шевченкове ⚠️,Харківська
662,Антонівка,Херсонська
663,Білозерка,Херсонська
664,Берислав,Херсонська
665,Велика Лепетиха ⚠️,Херсонська
666,Велика Олександрівка,Херсонська
667,Верхній Рогачик ⚠️,Херсонська
668,Високопілля,Херсонська
669,Генічеськ ⚠️,Херсонська
670,Гола Пристань ⚠️,Херсонська
671,Горностаївка ⚠️,Херсонська
672,Іванівка ⚠️,Херсонська
673,Каланчак ⚠️,Херсонська
674,Камишани,Херсонська
675,Каховка ⚠️,Херсонська
676,Музиківка,Херсонська
677,Нижні Сірогози ⚠️,Херсонська
678,Нова Каховка ⚠️,Херсонська
679,Нова Маячка ⚠️,Херсонська
680,Нововоронцовка,Херсонська
681,Новотроїцьке ⚠️,Херсонська
682,Олешки ⚠️,Херсонська
683,Скадовськ ⚠️,Херсонська
684,Таврійськ ⚠️,Херсонська
685,Херсон,Херсонська
686,Чаплинка ⚠️,Херсонська
687,Чорнобаївка,Херсонська
688,Антонини,Хмельницька
689,Білогір'я,Хмельницька
690,Віньківці,Хмельницька
691,Волочиськ,Хмельницька
692,Городок,Хмельницька
693,Гриців,Хмельницька
694,Деражня,Хмельницька
695,Дунаївці,Хмельницька
696,закупне,Хмельницька
697,Ізяслав,Хмельницька
698,Кам'янець-Подільський,Хмельницька
699,Красилів,Хмельницька
700,Летичів,Хмельницька
701,Нетішин,Хмельницька
702,Нова Ушиця,Хмельницька
703,Полонне,Хмельницька
704,Понінка,Хмельницька
705,Славута,Хмельницька
706,Стара Синява,Хмельницька
707,Старокостянтинів,Хмельницька
708,Теофіполь,Хмельницька
709,Хмельницький,Хмельницька
710,Чемерівці,Хмельницька
711,Шепетівка,Хмельницька
712,Ярмолинці,Хмельницька
713,Ватутіне,Черкаська
714,Вільшана,Черкаська
715,Городище,Черкаська
716,Драбів,Черкаська
717,Жашків,Черкаська
718,Звенигородка,Черкаська
719,Золотоноша,Черкаська
720,Ірдинь,Черкаська
721,Кам'янка,Черкаська
722,Канів,Черкаська
723,Катеринопіль,Черкаська
724,Корсунь-Шевченківський,Черкаська
725,Лисянка,Черкаська
726,Маньківка,Черкаська
727,Монастирище,Черкаська
728,Сміла,Черкаська
729,Стеблів,Черкаська
730,Тальне,Черкаська
731,Умань,Черкаська
732,Христинівка,Черкаська
733,Черкаси,Черкаська
734,Чигирин,Черкаська
735,Чорнобай,Черкаська
736,Шпола,Черкаська
737,Берегомет,Чернівецька
738,Вашківці,Чернівецька
739,Великий Кучурів,Чернівецька
740,Вижниця,Чернівецька
741,Герца,Чернівецька
742,Глибока,Чернівецька
743,Заставна,Чернівецька
744,Кельменці,Чернівецька
745,Кіцмань,Чернівецька
746,Клішківці,Чернівецька
747,Кострижівка,Чернівецька
748,Красноїльськ,Чернівецька
749,Лужани,Чернівецька
750,Новодністровськ,Чернівецька
751,Новоселиця,Чернівецька
752,Путила,Чернівецька
753,Романнківці,Чернівецька
754,Сокиряни,Чернівецька
755,Сторожинець,Чернівецька
756,Хотин,Чернівецька
757,Чернівці,Чернівецька
758,Чудей,Чернівецька
759,Батурин,Чернігівська
760,Бахмач,Чернігівська
761,Бобровиця,Чернігівська
762,Борзна,Чернігівська
763,Варва,Чернігівська
764,Городня,Чернігівська
765,Десна,Чернігівська
766,Добрянка,Чернігівська
767,Ічня,Чернігівська
768,Козелець,Чернігівська
769,Короп,Чернігівська
770,Корюківка,Чернігівська
771,Куликівка,Чернігівська
772,Ладан,Чернігівська
773,Лосинівка,Чернігівська
774,Мала Дівиця,Чернігівська
775,Мена,Чернігівська
776,Михайло-Коцюбинське,Чернігівська
777,Ніжин,Чернігівська
778,Новгород-Сіверський,Чернігівська
779,Носівка,Чернігівська
780,Остер,Чернігівська
781,Прилуки,Чернігівська
782,Ріпки,Чернігівська
783,Семенівка,Чернігівська
784,Славутич*,Київська (ексклав)
785,Сосниця,Чернігівська
786,Срібне,Чернігівська
787,Талалаївка,Чернігівська
788,Чернігів,Чернігівська
